Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
,7798.97,4087.18,4617.95,4629.74,4217.95,3849.23,4108.72,4587.18,4688.21,4232.31,4033.33,4381.54,4429.23,4210.77
,7778.46,4080.51,4615.9,4618.97,4209.74,3844.62,4103.59,4588.21,4688.72,4229.23,4031.79,4390.26,4428.72,4204.62
,7777.95,4066.67,4608.72,4613.33,4198.46,3832.82,4094.36,4576.92,4678.46,4212.31,4017.95,4378.97,4419.49,4202.56
,7765.64,4063.08,4598.46,4606.67,4200,3831.79,4091.28,4564.62,4667.18,4201.54,4008.72,4362.05,4410.26,4198.97
,7761.03,4061.03,4594.36,4600.51,4205.13,3843.08,4094.87,4569.23,4670.77,4202.56,4017.44,4364.1,4412.82,4191.28
,7757.44,4047.18,4593.85,4595.38,4204.1,3848.72,4093.33,4568.21,4672.31,4206.15,4022.56,4368.21,4414.36,4178.46
,7757.44,4032.31,4585.64,4588.21,4202.56,3845.13,4090.26,4554.87,4664.1,4202.56,4010.26,4366.67,4403.59,4158.97
,7757.95,4024.62,4578.97,4578.97,4203.59,3846.15,4090.26,4557.95,4661.03,4193.33,4001.03,4366.15,4392.82,4137.95
,7757.95,4022.56,4581.54,4574.36,4201.54,3846.67,4086.67,4566.15,4661.54,4187.69,4006.67,4358.46,4392.82,4152.31
,7758.46,4021.03,4582.56,4569.23,4192.31,3837.95,4074.87,4555.9,4656.92,4184.1,4007.69,4348.21,4396.92,4173.85
,7756.92,4017.95,4577.44,4561.03,4184.1,3830.77,4067.18,4550.77,4655.38,4182.05,4001.54,4348.72,4396.41,4151.79
,7757.44,4014.36,4574.87,4556.41,4186.15,3834.36,4067.69,4554.36,4659.49,4183.59,4002.56,4345.64,4391.79,4134.87
,7757.44,4011.79,4574.36,4553.85,4188.21,3836.41,4066.67,4544.1,4655.38,4177.95,4001.54,4331.79,4386.67,4154.36
,7757.44,4011.79,4568.72,4546.67,4186.67,3832.82,4063.59,4537.44,4651.28,4170.77,3995.38,4326.67,4386.15,4157.95
,7757.44,4004.62,4563.08,4533.33,4186.67,3831.79,4062.56,4539.49,4650.77,4167.69,3989.23,4329.74,4375.9,4124.62
,7757.44,3991.28,4560,4534.36,4187.69,3831.28,4056.92,4529.23,4642.56,4168.72,3983.08,4325.64,4362.56,4106.15
,7757.44,3986.15,4558.46,4538.97,4192.82,3832.82,4049.23,4518.46,4634.87,4166.15,3986.67,4323.59,4370.77,4114.87
,7757.44,3984.1,4559.49,4527.18,4200.51,3840.51,4051.28,4522.56,4642.05,4167.18,3999.49,4325.64,4391.28,4129.74
,7757.44,3970.26,4560.51,4517.95,4201.03,3846.67,4058.46,4526.67,4651.79,4172.31,4005.64,4324.62,4398.46,4137.95
,7757.44,3955.9,4558.97,4520,4199.49,3847.18,4059.49,4521.54,4646.15,4172.31,4004.62,4325.64,4404.62,4131.28
,7757.44,3945.64,4554.36,4519.49,4202.05,3844.62,4055.38,4520.51,4637.95,4172.82,4006.67,4324.1,4414.87,4124.1
,7757.44,3930.26,4548.72,4502.56,4201.03,3836.41,4050.26,4516.92,4633.85,4169.74,3998.97,4312.31,4408.21,4122.05
,7757.44,3921.54,4544.1,4487.69,4196.92,3828.72,4044.62,4508.72,4630.77,4160,3986.67,4302.05,4394.87,4122.05
,7757.44,3926.15,4541.54,4494.36,4199.49,3836.41,4045.13,4509.74,4629.74,4156.41,3987.69,4305.13,4394.36,4121.03
,7757.44,3924.62,4545.13,4505.13,4205.13,3848.72,4049.23,4520.51,4633.33,4158.97,3991.28,4312.31,4398.46,4121.54
,7757.44,3922.56,4552.31,4508.72,4203.08,3847.69,4045.64,4520,4634.36,4156.41,3989.23,4312.82,4399.49,4120.51
,7757.44,3924.1,4551.79,4507.18,4202.05,3843.08,4043.08,4509.23,4628.72,4150.77,3985.64,4306.67,4400.51,4114.36
,7757.44,3918.46,4541.54,4498.46,4211.79,3848.21,4051.79,4514.36,4632.31,4150.26,3986.67,4303.59,4398.46,4112.31
,7757.44,3908.21,4533.85,4488.72,4216.92,3851.79,4061.54,4526.67,4643.59,4152.82,3984.1,4301.03,4391.28,4110.26
,7757.44,3907.18,4537.44,4494.87,4214.36,3848.21,4060,4524.1,4642.56,4152.82,3976.41,4295.9,4390.26,4106.67
,7757.44,3918.97,4540,4506.15,4215.9,3848.21,4059.49,4518.46,4640.51,4154.87,3981.03,4300.51,4398.97,4108.72
,7757.44,3926.15,4540,4508.21,4221.03,3851.79,4062.56,4524.1,4650.77,4162.56,3996.92,4311.79,4406.67,4111.79
,7757.44,3916.41,4543.59,4504.1,4217.44,3847.69,4057.44,4526.67,4651.79,4164.62,3989.23,4306.15,4402.05,4108.21
,7757.44,3910.77,4539.49,4504.1,4215.38,3842.56,4050.77,4523.08,4640,4154.36,3971.79,4292.82,4392.31,4104.1
,7757.44,3924.62,4536.92,4516.41,4226.67,3848.72,4056.92,4524.1,4644.1,4152.82,3984.62,4301.03,4398.46,4107.69
,7757.44,3931.79,4545.64,4523.59,4229.23,3851.79,4062.56,4523.59,4648.72,4158.46,3992.82,4313.85,4407.69,4109.23
,7757.44,3923.59,4549.74,4513.85,4219.49,3848.21,4056.41,4524.1,4637.95,4153.33,3976.92,4307.18,4401.54,4105.13
,7757.44,3923.08,4543.59,4506.67,4215.38,3846.15,4047.69,4521.03,4628.21,4142.56,3972.31,4296.92,4389.23,4105.13
,7757.44,3927.18,4540.51,4507.69,4218.46,3839.49,4048.21,4512.31,4628.21,4135.38,3975.9,4292.82,4385.64,4107.18
,7757.44,3925.64,4539.49,4511.79,4218.46,3837.95,4052.82,4516.41,4634.36,4140,3968.72,4292.31,4389.74,4108.21
,7757.44,3924.1,4542.05,4518.97,4217.44,3843.08,4050.26,4525.13,4636.92,4150.26,3969.74,4297.44,4392.82,4108.21
,7757.44,3925.13,4546.15,4521.54,4217.95,3839.49,4046.15,4511.79,4628.72,4146.67,3976.41,4301.54,4393.85,4107.69
,7757.44,3926.15,4544.1,4519.49,4217.95,3832.31,4050.26,4497.44,4622.56,4136.92,3966.15,4296.41,4387.18,4103.59
,7757.44,3923.59,4544.62,4523.59,4218.97,3838.97,4052.82,4507.69,4629.23,4139.49,3958.97,4289.23,4377.95,4101.03
,7757.44,3924.1,4553.33,4526.15,4222.05,3847.18,4052.31,4522.05,4638.97,4149.74,3969.74,4288.21,4387.69,4111.28
,7757.44,3926.15,4557.44,4521.03,4226.15,3845.64,4057.95,4523.08,4643.59,4161.03,3982.05,4291.79,4409.74,4125.64
,7757.44,3920,4550.26,4529.23,4229.74,3847.18,4064.1,4524.62,4642.05,4165.64,3984.1,4291.28,4412.31,4126.67
,7757.44,3911.28,4547.18,4539.49,4227.69,3848.72,4063.59,4527.18,4636.41,4157.44,3975.38,4285.64,4398.46,4114.36
,7757.44,3908.21,4547.69,4529.74,4220.51,3848.21,4061.03,4524.1,4638.97,4156.41,3961.54,4279.49,4394.87,4102.56
,7757.44,3906.67,4544.62,4517.95,4219.49,3848.21,4061.03,4527.69,4649.23,4167.18,3957.95,4273.85,4398.46,4101.54
,7757.44,3907.18,4539.49,4520.51,4227.18,3849.23,4061.54,4536.41,4657.44,4170.77,3968.72,4270.26,4398.97,4109.23
,7757.44,3905.64,4533.85,4522.05,4229.74,3848.21,4058.97,4528.72,4653.33,4169.23,3967.69,4263.59,4398.46,4103.59
,7757.44,3897.44,4535.38,4526.15,4227.18,3845.13,4058.46,4516.92,4641.03,4167.18,3958.97,4257.44,4396.92,4092.31
,7757.44,3898.46,4542.56,4535.38,4228.72,3846.67,4066.67,4516.92,4640.51,4166.15,3959.49,4258.46,4397.95,4094.36
,7757.44,3908.72,4542.56,4529.74,4229.23,3848.21,4071.28,4511.79,4646.15,4168.72,3961.03,4257.44,4400,4095.38
,7757.44,3908.21,4536.41,4518.46,4229.74,3846.15,4066.67,4508.72,4646.15,4171.28,3957.44,4251.28,4401.03,4097.44
,7757.44,3902.56,4535.38,4521.54,4230.26,3844.62,4067.18,4520.51,4646.15,4169.74,3957.95,4245.13,4403.59,4110.77
,7757.44,3907.69,4540,4523.59,4221.03,3844.62,4069.74,4525.64,4646.15,4169.23,3956.41,4237.95,4401.03,4114.36
,7757.44,3918.97,4540,4520,4218.46,3844.62,4065.64,4520.51,4645.13,4167.69,3952.31,4238.46,4395.38,4097.95
,7757.44,3931.79,4535.9,4520.51,4229.74,3845.13,4063.59,4522.56,4649.23,4166.15,3955.9,4246.67,4395.38,4086.15
,7757.44,3949.74,4535.38,4520.51,4234.36,3845.13,4063.59,4524.62,4655.38,4173.85,3957.44,4242.05,4398.97,4090.77
,7757.44,3971.79,4545.13,4522.56,4230.77,3844.62,4061.03,4524.62,4656.41,4183.59,3954.36,4236.41,4405.13,4100
,7757.44,3994.36,4550.77,4532.82,4232.82,3845.64,4061.03,4524.62,4655.38,4184.62,3957.95,4247.18,4411.79,4105.64
,7757.44,4017.95,4547.18,4537.95,4234.36,3844.62,4064.62,4523.59,4658.97,4182.05,3962.05,4251.28,4412.31,4110.26
,7757.44,4044.1,4547.69,4537.95,4235.38,3844.1,4067.18,4530.77,4663.08,4184.1,3960,4243.08,4411.79,4113.33
,7757.44,4070.26,4554.36,4540.51,4242.56,3847.69,4069.74,4540,4666.15,4187.69,3956.41,4238.46,4412.82,4108.21
,7757.44,4101.54,4556.92,4541.03,4244.62,3849.74,4067.18,4540.51,4667.69,4191.28,3953.85,4234.87,4411.28,4103.59
,7757.44,4138.97,4545.13,4537.95,4241.03,3844.62,4059.49,4533.85,4664.62,4189.74,3954.36,4229.23,4410.26,4106.15
,7757.44,4183.59,4541.03,4537.95,4243.08,3843.08,4061.03,4529.74,4662.05,4185.64,3958.97,4229.74,4413.33,4106.67
,7757.44,4237.44,4548.72,4540,4248.21,3850.26,4068.21,4529.23,4662.56,4186.15,3955.38,4230.77,4414.36,4104.1
,7757.44,4291.28,4544.62,4545.13,4247.69,3850.26,4066.67,4524.1,4656.92,4187.18,3945.13,4223.08,4409.23,4105.13
,7757.44,4354.87,4541.03,4554.36,4245.64,3845.13,4064.1,4522.56,4653.85,4186.67,3949.74,4220.51,4409.74,4108.21
,7757.44,4448.72,4550.26,4556.41,4245.64,3853.85,4069.23,4532.82,4661.03,4187.69,3959.49,4227.18,4413.85,4107.18
,7757.44,4549.74,4548.21,4554.87,4246.15,3861.54,4069.23,4541.54,4661.54,4189.23,3951.28,4227.69,4408.72,4104.62
,7757.44,4628.72,4533.85,4555.38,4246.67,3853.33,4061.54,4526.67,4649.74,4184.1,3935.38,4214.36,4396.92,4106.15
,7757.44,4700,4537.44,4555.9,4242.05,3848.21,4057.95,4506.67,4643.08,4172.82,3928.72,4198.97,4391.28,4100
,7757.44,4781.03,4542.05,4554.87,4238.46,3856.92,4058.46,4504.62,4641.03,4167.18,3924.62,4189.74,4386.67,4086.15
,7757.44,4866.67,4528.72,4553.85,4242.05,3861.54,4057.95,4508.72,4636.41,4169.74,3922.56,4183.08,4381.54,4093.85
,7757.44,4945.13,4520,4554.87,4246.67,3861.54,4052.82,4506.67,4639.49,4170.77,3924.62,4182.56,4383.08,4108.72
,7757.44,5014.36,4520.51,4554.87,4243.59,3861.54,4049.23,4507.18,4646.67,4169.74,3922.56,4178.46,4382.05,4098.46
,7757.44,5083.08,4519.49,4553.33,4240,3860.51,4049.74,4510.77,4644.62,4171.28,3921.54,4170.77,4377.44,4086.67
,7757.44,5153.33,4517.44,4558.97,4243.59,3867.69,4053.33,4509.23,4635.9,4169.74,3923.08,4171.79,4376.92,4092.31
,7757.44,5217.95,4516.41,4570.26,4252.82,3877.44,4057.44,4513.85,4640.51,4172.82,3923.59,4176.41,4380.51,4086.67
,7757.44,5283.08,4523.08,4574.36,4262.05,3880.51,4063.59,4526.67,4653.85,4184.1,3926.15,4175.9,4387.18,4085.13
,7757.44,5341.54,4529.23,4570.77,4265.13,3887.18,4068.21,4529.74,4655.38,4187.18,3931.28,4171.79,4390.26,4101.03
,7757.44,5385.64,4521.03,4573.33,4262.05,3891.79,4060.51,4514.87,4643.08,4181.03,3928.21,4162.56,4382.56,4100
,7757.44,5429.23,4516.41,4584.1,4261.54,3888.72,4051.79,4502.56,4632.82,4178.46,3923.08,4156.92,4376.41,4091.28
,7757.44,5473.85,4525.64,4589.23,4271.28,3891.28,4056.41,4512.31,4636.41,4183.08,3929.23,4163.59,4384.1,4102.56
,7757.44,5493.33,4527.18,4585.13,4277.44,3897.44,4062.05,4522.05,4642.56,4183.59,3928.72,4167.18,4386.67,4110.26
,7757.44,5492.31,4521.03,4585.64,4273.33,3895.38,4057.44,4518.97,4644.1,4180.51,3921.54,4161.54,4381.03,4100
,7757.44,5493.85,4522.05,4597.44,4273.33,3894.87,4058.46,4527.18,4652.31,4187.18,3932.31,4168.21,4388.72,4104.62
,7757.44,5489.74,4527.69,4600.51,4277.44,3897.44,4061.54,4539.49,4658.46,4198.46,3938.97,4174.87,4400,4121.03
,7757.44,5469.74,4527.69,4596.41,4278.46,3901.54,4064.1,4539.49,4659.49,4201.54,3929.74,4168.21,4400,4125.64
,7757.44,5440,4528.21,4595.9,4277.95,3907.18,4074.36,4541.54,4666.67,4201.54,3934.87,4167.18,4397.95,4121.54
,7757.44,5416.92,4531.79,4601.54,4281.54,3909.74,4081.54,4540,4667.18,4204.62,3947.69,4172.31,4401.03,4125.64
,7757.44,5413.85,4533.85,4613.33,4285.64,3912.31,4080.51,4524.1,4651.79,4205.13,3945.64,4173.33,4403.08,4137.95
,7757.44,5408.21,4531.79,4617.95,4283.08,3908.72,4072.82,4509.74,4638.97,4196.92,3937.95,4169.74,4396.92,4140.51
,7757.44,5377.95,4532.82,4610.26,4274.87,3895.38,4061.03,4505.13,4631.79,4184.62,3932.82,4165.64,4388.72,4138.46
,7757.44,5343.59,4540.51,4610.77,4275.9,3893.33,4060.51,4501.54,4625.64,4181.03,3928.21,4169.23,4390.26,4143.59
,7757.44,5318.46,4537.44,4624.1,4283.59,3898.97,4069.74,4506.15,4627.18,4182.05,3928.21,4170.77,4395.9,4157.44
,7757.44,5279.49,4531.79,4629.23,4282.56,3894.87,4075.38,4519.49,4630.26,4183.08,3933.33,4167.18,4394.87,4176.41
,7757.44,5227.18,4547.18,4633.33,4285.13,3900,4084.62,4530.26,4635.9,4191.79,3938.97,4172.82,4394.36,4188.72
,7757.44,5175.38,4556.41,4641.03,4295.38,3912.31,4091.79,4537.95,4649.74,4202.05,3942.05,4184.1,4396.92,4189.23
,7757.44,5121.03,4546.67,4644.1,4297.44,3913.33,4095.38,4549.23,4661.03,4204.62,3944.62,4181.54,4396.92,4183.59
,7757.44,5060.51,4544.62,4642.05,4294.36,3911.79,4104.1,4558.46,4665.13,4205.13,3947.69,4180,4393.85,4175.38
,7757.44,4993.85,4550.26,4636.92,4297.44,3908.21,4097.44,4537.44,4654.36,4202.05,3943.08,4180.51,4390.77,4170.26
,7757.44,4917.44,4550.26,4631.79,4300,3895.38,4077.44,4508.21,4633.33,4197.44,3938.46,4177.44,4388.21,4168.72
,7757.44,4833.85,4551.79,4629.23,4292.82,3882.56,4078.46,4508.72,4627.18,4197.44,3941.54,4174.87,4385.64,4167.69
,7757.44,4761.54,4551.28,4634.36,4287.18,3877.44,4091.28,4526.15,4636.41,4200.51,3943.59,4171.79,4389.23,4173.85
,7757.44,4707.18,4542.05,4642.05,4294.36,3876.92,4095.38,4534.36,4639.49,4201.03,3946.67,4173.33,4394.87,4185.13
,7757.44,4650.26,4542.05,4641.54,4303.08,3877.44,4101.03,4534.36,4637.95,4198.46,3948.21,4175.9,4387.69,4182.05
,7757.44,4590.26,4556.92,4641.03,4305.13,3879.49,4112.82,4538.97,4647.18,4204.1,3950.26,4180.51,4384.62,4177.95
,7757.44,4555.38,4566.67,4652.31,4304.1,3880,4123.08,4553.33,4660.51,4216.41,3966.15,4192.31,4398.97,4192.31
,7757.44,4538.46,4564.1,4665.64,4298.97,3877.44,4124.1,4557.44,4663.08,4218.46,3978.46,4205.64,4405.64,4200.51
,7758.46,4519.49,4574.87,4673.33,4296.92,3882.05,4122.56,4548.21,4664.62,4221.54,3975.9,4214.36,4402.56,4200
,7760.51,4508.72,4594.87,4684.62,4303.59,3894.36,4135.38,4558.97,4681.03,4234.36,3980.51,4224.62,4416.41,4214.36
,7760,4501.03,4598.46,4694.36,4305.13,3898.46,4146.15,4569.23,4685.64,4235.9,3995.38,4238.46,4428.21,4232.31
,7762.05,4493.85,4597.44,4696.41,4298.46,3894.87,4143.08,4556.92,4670.77,4230.77,4006.15,4244.62,4427.69,4241.03
,7765.13,4490.26,4604.62,4696.41,4290.26,3894.36,4144.62,4557.44,4667.18,4234.87,4009.23,4248.72,4430.77,4252.31
,7752.82,4475.9,4615.38,4703.59,4282.56,3901.03,4154.87,4569.23,4672.82,4232.82,4003.59,4256.92,4429.23,4264.62
,7721.03,4458.97,4624.62,4716.92,4280,3910.26,4165.13,4572.31,4673.85,4230.26,4006.67,4270.26,4431.79,4281.54
,7680.51,4457.95,4636.92,4721.54,4284.1,3914.87,4177.44,4579.49,4684.1,4248.72,4033.33,4294.87,4463.08,4323.59
,7638.46,4451.79,4646.67,4717.44,4280.51,3908.72,4184.1,4594.36,4695.9,4264.62,4061.03,4322.05,4500.51,4367.18
,7589.74,4431.28,4654.36,4717.95,4275.9,3908.21,4183.08,4600,4694.87,4265.64,4073.85,4337.95,4516.92,4380
,7521.03,4412.31,4666.15,4717.95,4282.05,3918.46,4186.15,4601.03,4693.33,4271.79,4078.46,4345.13,4523.59,4377.95
,7432.82,4385.13,4665.13,4705.64,4278.46,3919.49,4186.15,4600.51,4698.97,4273.85,4077.44,4346.67,4526.15,4375.38
,7333.33,4344.62,4645.64,4691.28,4265.13,3915.38,4183.08,4600.51,4701.54,4265.13,4077.44,4340,4524.1,4361.54
,7218.46,4308.72,4632.31,4678.97,4265.64,3918.46,4189.74,4607.18,4702.05,4268.21,4081.03,4333.33,4524.62,4338.46
,7107.18,4285.64,4630.77,4663.59,4272.82,3923.59,4200,4611.79,4709.23,4279.49,4078.46,4336.41,4520,4322.05
,7025.64,4274.36,4626.67,4651.79,4267.18,3924.62,4200,4612.82,4716.92,4280,4078.46,4343.59,4510.77,4315.38
,6951.28,4260,4623.08,4645.13,4261.03,3929.74,4205.13,4615.38,4719.49,4280.51,4085.64,4349.74,4507.69,4310.77
,6863.59,4231.79,4624.62,4633.33,4263.59,3932.82,4217.95,4618.46,4718.97,4284.62,4086.15,4350.26,4510.77,4304.1
,6787.69,4210.26,4618.97,4621.03,4266.15,3928.72,4217.95,4617.95,4718.97,4282.56,4078.46,4341.03,4506.15,4297.44
,6727.69,4201.03,4615.38,4613.33,4262.05,3933.33,4220.51,4617.44,4717.95,4282.56,4075.9,4337.95,4494.36,4286.67
,6654.87,4187.18,4618.46,4605.64,4251.28,3941.03,4231.28,4621.54,4718.97,4283.59,4079.49,4344.62,4488.21,4276.41
,6572.31,4167.69,4615.9,4600,4249.23,3942.05,4234.87,4620,4715.9,4280.51,4077.44,4344.1,4483.59,4275.38
,6502.05,4148.72,4611.79,4595.38,4262.56,3945.64,4239.49,4615.9,4707.69,4277.95,4071.28,4334.36,4476.41,4276.41
,6456.92,4129.74,4610.77,4590.26,4265.13,3955.9,4251.79,4620,4709.23,4281.03,4076.41,4330.77,4478.46,4272.82
,6409.74,4111.28,4614.36,4584.62,4251.79,3960.51,4260.51,4635.38,4716.92,4288.21,4087.69,4330.77,4488.21,4273.33
,6328.21,4087.18,4624.1,4571.28,4246.15,3955.9,4264.62,4653.85,4722.56,4299.49,4092.82,4323.59,4491.79,4278.97
,6257.44,4052.82,4623.59,4556.41,4249.23,3954.87,4268.72,4658.97,4722.56,4304.62,4091.79,4314.87,4489.23,4273.33
,6241.54,4031.79,4603.59,4554.36,4245.13,3958.97,4265.64,4644.62,4715.38,4298.97,4086.15,4308.72,4486.15,4256.41
,6222.56,4031.79,4590.77,4551.79,4236.41,3959.49,4261.54,4628.72,4703.59,4293.85,4083.08,4297.44,4485.13,4251.28
,6159.49,4023.08,4594.87,4539.49,4233.85,3956.41,4261.54,4628.72,4700.51,4294.36,4085.13,4280.51,4481.54,4257.44
,6112.82,4008.21,4601.03,4534.87,4235.9,3956.41,4262.05,4633.33,4705.64,4297.44,4093.85,4279.49,4483.08,4270.26
,6087.18,4006.67,4602.05,4532.31,4235.38,3960,4262.56,4626.15,4702.56,4296.92,4105.64,4289.23,4497.44,4282.05
,6030.77,3999.49,4599.49,4517.95,4231.79,3957.44,4261.03,4617.44,4691.79,4291.79,4106.67,4278.97,4507.69,4276.41
,5971.79,3984.62,4601.54,4508.21,4229.23,3955.9,4258.97,4621.03,4690.77,4291.28,4101.03,4267.69,4505.64,4267.69
,5940,3989.23,4605.64,4510.77,4232.82,3962.56,4270.77,4637.95,4703.08,4296.92,4105.64,4274.36,4507.69,4274.36
,5900,3992.82,4599.49,4500,4233.85,3963.08,4281.54,4640,4700,4292.82,4109.74,4273.85,4509.74,4274.87
,5846.67,3969.74,4583.59,4477.44,4221.54,3944.1,4266.67,4613.85,4676.92,4275.38,4098.46,4253.33,4502.05,4250.26
,5809.74,3953.85,4579.49,4471.79,4218.46,3926.67,4255.9,4610.26,4676.92,4277.44,4098.46,4246.67,4501.54,4237.44
,5777.44,3957.44,4592.31,4475.38,4231.28,3927.69,4273.85,4635.38,4692.31,4296.41,4113.33,4255.38,4514.36,4257.44
,5727.18,3948.72,4600.51,4465.13,4228.21,3922.05,4282.56,4627.69,4680,4287.18,4107.69,4245.64,4511.28,4267.18
,5676.92,3931.28,4591.79,4452.82,4215.38,3907.18,4273.85,4607.18,4658.97,4263.08,4093.33,4223.59,4491.28,4249.74
,5640,3917.95,4577.95,4446.15,4220,3907.18,4283.08,4630.26,4672.82,4268.21,4095.9,4211.28,4488.72,4239.49
,5601.54,3904.62,4579.49,4434.87,4222.05,3913.85,4298.46,4651.28,4691.28,4283.59,4110.26,4213.85,4505.13,4248.21
,5562.56,3893.85,4588.21,4431.79,4216.41,3912.82,4302.05,4635.9,4682.56,4282.05,4121.03,4218.97,4509.74,4249.74
,5534.87,3888.21,4582.05,4434.36,4223.08,3913.33,4309.74,4633.33,4675.38,4277.44,4124.1,4211.28,4504.62,4246.15
,5509.23,3880,4573.85,4428.21,4226.15,3916.41,4315.38,4651.79,4682.05,4278.97,4121.03,4201.03,4505.64,4247.69
,5477.95,3871.28,4579.49,4425.64,4216.92,3912.82,4304.1,4650.26,4679.49,4280,4124.1,4201.54,4508.72,4249.23
,5443.08,3861.54,4578.97,4423.08,4213.85,3903.08,4292.31,4636.41,4668.21,4282.56,4136.41,4200,4507.69,4251.79
,5406.67,3850.77,4574.87,4406.67,4210.26,3893.85,4289.74,4633.33,4665.64,4278.97,4143.08,4195.9,4507.69,4248.72
,5372.82,3843.08,4582.56,4401.54,4201.03,3891.28,4291.79,4629.23,4658.46,4269.23,4138.97,4195.9,4502.56,4244.1
,5347.69,3834.36,4587.69,4411.28,4203.59,3890.77,4294.36,4614.87,4641.03,4261.54,4135.38,4190.77,4493.85,4245.64
,5326.15,3829.74,4582.56,4411.28,4214.87,3891.28,4297.95,4611.79,4634.36,4252.31,4143.59,4187.69,4494.36,4245.13
,5297.95,3832.31,4579.49,4409.23,4217.95,3890.77,4301.54,4622.56,4641.03,4246.15,4152.82,4193.85,4503.59,4245.13
,5261.54,3827.18,4580.51,4412.82,4216.41,3890.26,4303.59,4630.77,4642.56,4254.36,4155.9,4192.31,4506.15,4247.69
,5235.38,3816.41,4579.49,4408.72,4217.44,3890.77,4308.21,4627.18,4635.9,4264.62,4162.05,4188.72,4502.56,4247.18
,5215.38,3808.21,4575.38,4397.95,4217.95,3889.23,4310.26,4624.62,4634.36,4265.64,4172.31,4199.49,4504.1,4244.1
,5177.95,3795.38,4571.28,4389.74,4211.79,3880.51,4305.13,4631.28,4636.92,4261.54,4171.28,4203.59,4506.67,4243.08
,5145.13,3781.03,4572.82,4383.08,4203.08,3875.38,4303.08,4628.21,4633.85,4253.33,4164.62,4197.95,4504.1,4247.18
,5123.08,3770.26,4576.41,4374.36,4201.03,3880,4311.28,4617.44,4628.21,4248.72,4170.77,4202.56,4504.1,4249.23
,5086.15,3763.08,4570.77,4366.15,4201.03,3876.41,4315.9,4621.03,4626.67,4253.85,4183.59,4211.79,4506.15,4240
,5061.54,3770.77,4563.08,4374.87,4199.49,3864.1,4309.74,4622.56,4622.05,4254.36,4187.18,4214.87,4506.67,4231.28
,5048.21,3767.69,4562.05,4381.03,4198.97,3864.62,4307.69,4612.82,4613.85,4247.69,4187.69,4219.49,4506.15,4232.82
,5009.74,3744.1,4569.23,4368.21,4200.51,3877.44,4319.49,4621.03,4616.92,4249.23,4196.92,4226.67,4506.15,4233.33
,4994.87,3755.38,4573.85,4375.38,4202.56,3884.1,4332.31,4637.95,4619.49,4255.9,4207.18,4235.38,4507.69,4238.46
,5004.1,3795.9,4563.59,4396.41,4198.97,3873.85,4326.15,4628.72,4605.13,4246.15,4202.56,4242.56,4500.51,4246.67
,4961.54,3806.67,4549.23,4398.46,4186.67,3863.08,4310.26,4608.21,4587.69,4225.64,4185.13,4238.97,4482.05,4234.87
,4902.05,3800,4547.18,4407.18,4180,3861.03,4308.21,4600,4580.51,4212.82,4171.28,4233.85,4468.21,4216.41
,4890.26,3814.87,4552.82,4428.21,4187.18,3866.15,4313.85,4604.62,4583.08,4214.87,4170.77,4249.74,4461.03,4214.36
,4868.72,3825.64,4552.82,4437.95,4184.62,3867.69,4309.23,4605.13,4581.03,4216.92,4172.82,4266.15,4449.74,4210.26
,4815.38,3831.28,4543.59,4440.51,4171.79,3862.56,4308.72,4596.92,4570.77,4208.21,4166.15,4260,4443.08,4196.92
,4786.15,3856.92,4534.36,4432.82,4170.77,3866.15,4319.49,4600.51,4569.74,4205.64,4160.51,4262.05,4444.1,4195.38
,4777.44,3880.51,4541.03,4418.46,4175.9,3877.95,4325.13,4610.26,4574.36,4213.33,4169.74,4284.1,4441.54,4199.49
,4755.9,3898.46,4544.62,4436.41,4171.79,3877.44,4320,4602.56,4571.79,4219.49,4180.51,4292.31,4450.26,4189.23
,4726.67,3923.08,4530.77,4454.87,4167.18,3869.23,4313.33,4593.85,4567.69,4214.36,4175.38,4291.28,4461.54,4183.08
,4713.33,3925.64,4535.9,4423.08,4169.74,3872.82,4316.92,4601.03,4566.15,4203.59,4165.64,4304.1,4454.36,4192.31
,4703.59,3911.28,4549.74,4399.49,4172.82,3881.54,4329.74,4605.64,4561.03,4197.95,4161.03,4315.9,4449.74,4191.79
,4679.49,3918.46,4532.82,4413.33,4169.23,3882.56,4335.9,4600,4550.26,4198.97,4157.95,4314.87,4457.95,4182.05
,4649.74,3931.28,4514.36,4411.28,4159.49,3876.92,4327.69,4594.36,4541.54,4195.9,4153.85,4320,4453.33,4180.51
,4625.13,3927.18,4518.46,4395.9,4150.26,3871.79,4321.03,4592.82,4540,4190.77,4153.33,4333.85,4438.46,4179.49
,4604.62,3920.51,4514.36,4398.46,4151.28,3872.82,4318.97,4590.26,4537.44,4191.79,4152.31,4342.56,4433.85,4168.72
,4585.64,3915.38,4508.72,4386.15,4151.79,3876.41,4316.41,4593.33,4542.56,4196.92,4153.33,4343.08,4440.51,4167.18
,4567.69,3917.95,4523.59,4369.74,4145.13,3881.03,4322.56,4599.49,4553.33,4202.56,4153.33,4350.77,4455.38,4178.46
,4542.05,3932.31,4527.18,4385.64,4138.46,3881.54,4326.67,4592.31,4543.08,4197.95,4148.21,4365.64,4460.51,4176.92
,4522.05,3931.28,4519.49,4398.46,4135.9,3877.44,4323.08,4581.03,4527.69,4191.79,4150.26,4375.38,4452.31,4168.72
