condition,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
1,-7411350.809826345,-10836907.988242278,-4031834.321583266,-9907890.850504518,471370.252087915,-459916.14023386803,4283434.800505007,9190757.328085331,4629625.091458593,11583255.19995588,-2231619.888228234,-16573214.062414767,16555448.853032807,4738842.5359077435
1,-5486696.539223836,-8828185.10761409,-3020500.907806786,-10787087.657028178,-1262018.4650786156,71267.63727217536,-303404.6334906345,9020520.441671886,3514247.3796414533,11900431.674836045,-42514.802595033616,-15909916.479028836,15466862.894837491,5666994.563606963
1,-4839966.090332138,-7206464.281682187,-1906153.3274582736,-11107062.798749395,-3210839.3963385094,1918526.3596981154,-3108494.063235345,9309232.566158202,3244596.747843761,12778408.056454057,1386464.0189322815,-15382934.149403471,13815196.847317535,4309489.510795368
1,-5618430.288319388,-6334201.580361181,-1191524.2175693845,-10579044.900012488,-4325546.935123832,4232419.221854254,-3515045.1978971874,9967135.756456282,3975148.368568784,14082272.72880707,1898527.7127423906,-15664669.60124186,11860214.070502475,1212744.8615940697
1,-7639573.629894844,-6311709.8283893615,-1411621.1644804818,-9266962.565324606,-3854195.210837985,6230771.923428357,-1708648.4905445112,10746825.360536922,5721624.224172382,15543743.73359744,1532502.8967367972,-17361542.4093428,9966442.702859813,-2187657.542517122
1,-10439349.313161157,-6856074.358387949,-2821986.703135222,-7540909.001075461,-1788180.1505579292,7570838.018855565,1431317.3854672466,11367283.335963244,8256843.087486265,16827762.339699563,476953.06324520195,-20583703.751363464,8463230.336857943,-4364024.28989384
1,-13378994.667425638,-7362041.144827219,-5178063.491166104,-5892838.078506258,1100088.355619998,8409034.80486102,4709887.44641767,11616875.167896105,11073278.895983957,17637370.31437461,-978919.8794880522,-24732170.664371364,7505979.134003092,-4529486.193371818
1,-15798653.317123907,-7155335.568049349,-7757015.076145533,-4713091.468853583,3653427.407430388,9153195.810711106,7104248.7871369785,11393872.152447931,13479427.717014255,17813087.138192575,-2488292.814625515,-28678851.94898621,7021564.061917453,-3027582.881066594
1,-17191765.95371969,-5828921.537995039,-9643275.038435904,-4142538.303908509,4931086.575184846,10097322.509339223,8148860.091329556,10689884.694551203,14824966.560535915,17384539.728076663,-3695907.906902736,-31281810.64678689,6775384.379098716,-1067825.1503673443
1,-17350527.523063365,-3485948.8537070905,-10142686.19083029,-4067870.9614334856,4668994.026888265,11185247.067816168,8047694.587112872,9553805.681988426,14764708.624485834,16553517.31222865,-4307824.65268307,-31959279.69120001,6521919.326748424,18251.24564867329
1,-16421157.417584166,-746372.6487956765,-9104561.031413391,-4243859.611889232,3343968.922207603,12048386.39592435,7467467.348329817,8072506.09298208,13426771.2081972,15616257.30462575,-4174945.758752978,-30985239.616050363,6145672.960153509,-444894.1479345029
1,-14829732.288166929,1505856.0293858608,-6974332.957659554,-4455227.954085208,1827760.7474597006,12274391.8855228,7118743.677218806,6376233.208665461,11380298.17375525,14855090.247415472,-3355148.482042354,-29316869.196602583,5704171.6530460995,-2111234.7439128244
1,-13095517.137488639,2517890.9268116746,-4550356.760606284,-4614841.401143974,858442.3328940576,11711642.68503029,7339336.040246689,4646496.471430931,9394479.876748431,14438632.357647933,-2108800.7937404686,-28038244.50282101,5349070.0541302115,-3848230.149139846
1,-11611384.419435525,2008251.9164772958,-2586468.886141293,-4744006.962890082,651758.5017029708,10595839.095911527,7897431.17495173,3095955.0830330346,8093827.213278569,14365622.61238178,-806018.2068510618,-27739228.856286258,5184727.000527354,-4406305.266660045
1,-10498977.17638663,282485.55184939195,-1464106.557841008,-4864142.927838435,869916.5704512644,9407913.200399693,8121503.724558341,1909452.4619953004,7679896.968686817,14473313.568747016,227325.77010195504,-28196054.989822708,5169834.95356692,-3118361.118467919
1,-9614225.587278727,-1925942.161555656,-1104674.711254261,-4892563.516673462,932073.258446876,8554435.872359648,7291905.19097176,1168617.0946514248,7865203.303616263,14510316.80800284,853354.9281018003,-28545173.013408702,5142019.330957467,-235346.79693727088
1,-8697966.662185326,-3796664.3277310506,-1140342.4427655702,-4634829.698013131,439750.33811792114,8083496.185428967,5084335.627671121,805190.4765857713,8058524.3343662275,14250342.53995787,1175734.82686838,-27846532.500655852,4959836.694837445,3259124.6075172257
1,-7581924.98286871,-4766487.029998524,-1207076.7324132947,-3898784.1406703866,-566345.956589582,7631038.692306061,1818833.5222189857,621900.4110511765,7707189.874062477,13604332.534763262,1463329.6464955553,-25695953.51130389,4666473.698937799,6203473.97400907
1,-6324840.3683923185,-4712542.158997302,-1163656.5019286454,-2663309.985803413,-1674236.9942006136,6645441.250664311,-1634121.0267346548,384042.13672102726,6614311.447633825,12682551.242163593,1976018.4399560809,-22514662.958185505,4548291.606330059,7836713.870773553
1,-5193456.7969921,-3910271.6251864657,-1108221.6027683786,-1180656.5635892607,-2427125.0079449886,4756469.040306268,-4253598.8884024285,-59567.533082209884,5058225.212912191,11771525.995209033,2787203.639830136,-19338104.1651847,5017307.000444633,8080271.294448271
1,-4498439.192384177,-2824500.290305526,-1209998.3085968348,82781.92188576506,-2672530.087861679,2056995.5941842895,-5365433.767863046,-691698.0215434693,3646437.3373225266,11222922.149654621,3709922.073190146,-17227508.20783272,6360240.606388758,7410808.193761349
1,-4388108.98410485,-1867828.3774253048,-1498838.0358724697,664512.7072387035,-2690041.5436160336,-883650.7017580161,-4967976.721036937,-1329075.7238497667,2981401.585127321,11292520.162391117,4381380.844721569,-16653138.337858042,8496716.507094605,6462126.618948105
1,-4732690.2272461485,-1253206.0971672756,-1776270.9573793588,369275.58300338406,-3007686.302580602,-3289544.608604857,-3709107.1326830527,-1717071.0207199757,3319940.9308530833,11998965.794452088,4469323.249449178,-17212533.25590834,10907132.319731498,5633471.724800382
1,-5176553.449856806,-991353.6848595821,-1718030.427100677,-585104.025097457,-4028633.0726933456,-4571021.424820841,-2531230.9905515923,-1670114.2968248853,4412792.125215777,13074422.159330036,3885926.5499141854,-17845182.62501039,12806161.859879697,4937921.3024758855
1,-5329496.397521307,-991993.364283163,-1096998.283988949,-1648677.3615521407,-5719191.61227663,-4607601.522351068,-2186638.8810937502,-1183480.5340158532,5612537.463029661,14044315.900306642,2880583.053766616,-17412208.00466127,13495300.95798092,4143548.586660294
1,-4979058.934778985,-1176856.1669405075,34005.53144829985,-2224353.5928699817,-7571478.612521905,-3761272.784633642,-2894141.4595655673,-453955.7843968863,6192050.469957989,14412912.434045102,1946055.1079826688,-15303030.268969472,12712614.454671118,3066509.6065717684
1,-4192565.5114890523,-1526109.775352556,1336207.7022078072,-2002173.072429796,-8875391.227163957,-2629850.788546705,-4318463.476328242,206789.04964101792,5702912.495854964,13874993.877803372,1579865.8058775219,-11730422.140488446,10783463.352921186,1790743.7074928773
1,-3249365.4020167063,-2039613.3510473517,2371348.35363199,-1142393.5127906618,-9132864.135915948,-1706413.7957407492,-5859495.932493814,524981.8220595894,4185917.3175757388,12453258.170656174,2031172.5792972543,-7571452.381871576,8477145.957982183,657774.3106738818
1,-2454084.0325572374,-2656871.0880595385,2861688.764476511,-184410.22741347816,-8355177.915513801,-1155871.4706369205,-7055919.587801829,404567.199692979,2131361.755258586,10491228.271279782,3177243.1946353544,-3877417.1521167867,6636063.240238174,37599.04851820284
1,-1957675.8361924114,-3206061.750040824,2849510.5217454494,280208.61777014006,-7060358.215423905,-829622.2203707102,-7847532.291337598,-22523.575612116514,224505.54470302392,8500311.968968203,4600661.065807162,-1350028.4444143176,5773455.416697536,45149.197700364086
1,-1703311.9685097726,-3430671.957839248,2646278.5982916043,-16765.146632620617,-5980017.641086084,-478077.2445696773,-8539194.278509531,-469039.70070414426,-977824.5264261343,6932852.032586999,5820063.404503725,-69252.94962843033,5856590.661917432,408370.71660588303
1,-1524589.9955134422,-3089984.94673508,2603412.490624629,-825669.0250340337,-5665901.246303815,3520.684104443604,-9504747.296651013,-658403.5529858163,-1270363.645448285,5991690.500833618,6535976.310935211,416009.4497917199,6389662.460873073,599387.8115087925
1,-1315376.6384013372,-2081877.6563068933,2859765.99182359,-1497231.5824075653,-6238851.219332815,468592.1913620074,-10838483.888984732,-502238.6078824556,-824051.4444680351,5568715.808592792,6747572.327010152,741536.9991971175,6741916.240389472,170011.4794087076
1,-1139233.7912488559,-521941.10363769106,3240111.2272217106,-1361120.3873157685,-7417082.681567623,616678.9856737239,-12197225.289268227,-192571.08504943765,-31043.144483084947,5338014.350082042,6681321.417736379,1361819.6444291729,6529341.498836311,-907069.6414086489
1,-1189312.555116852,1263211.8847103275,3378578.8358808802,-150529.00578702072,-8771858.09378646,213030.37443900848,-12954193.373818839,-144856.76908386318,718355.5597453439,4949133.139030139,6594622.296609702,2374101.1342369565,5832466.478706508,-2112749.9057658343
1,-1619371.1185273966,2827308.8843428963,2987174.575059241,1780285.0153596015,-10015210.335652083,-735258.0822237892,-12582827.995793162,-798558.631494815,1197419.7819917086,4216435.747031116,6596725.651928249,3595224.3075112686,5131837.625959452,-2581185.4254922876
1,-2367835.425373669,3742637.7907789866,2086147.9009384483,3586394.774780203,-11120685.85062534,-1976561.8208485574,-11033109.189640108,-2359326.350161764,1373101.0003921734,3208239.535508403,6612262.629745289,4791629.353236294,5006711.659861705,-1549606.0085920694
1,-3116320.428962364,3733067.874403522,1032152.029658437,4351298.511397261,-12211331.840604302,-3187186.859114817,-8854815.484985046,-4611708.2342165,1325623.442073583,2198043.8489811206,6509280.113899575,5885847.184382834,5775734.435269029,1170315.4078176718
1,-3441195.1761278445,2758206.410678509,312548.29768857535,3565814.4386262144,-13322882.650173912,-4191147.1855470515,-6969613.757926302,-6915566.699724563,1141387.7391863149,1514865.157919642,6292318.51692718,7006567.038582941,7286128.025852067,4962569.844038227
1,-3081429.0277832006,1026269.2737482575,233696.50846312218,1400695.182419152,-14241827.26515005,-5061730.090391843,-6207497.187253865,-8422109.142906277,859727.1726633068,1378468.4557191925,6205122.676962603,8370049.84482785,8967697.333770594,8572866.264911162
1,-2149027.2661621366,-1064001.8157820394,710577.4525586939,-1375258.9510520664,-14563706.080637263,-6022439.013905673,-6871223.672793498,-8437147.775234621,495199.4689291645,1803366.4901877567,6639964.591728399,10092705.953465749,10115070.36836711,10625920.250330424
1,-1122175.281623575,-3034632.8405163996,1307886.883149074,-3778140.819883263,-13954416.829436693,-7212564.322869705,-8582811.432022275,-6771122.326224866,90668.39102875972,2608597.7388560497,7882623.891094695,12068825.276860842,10236012.983484024,10261248.68810333
1,-588290.3866743793,-4463782.908505812,1521598.0776471565,-5074637.133431429,-12439981.837206077,-8490979.338383997,-10503140.303079221,-3897385.027427635,-267292.99584067665,3509792.260668422,9848558.931998044,13992129.626292462,9276332.80235446,7577078.231588684
1,-869986.7754324492,-5108755.686278652,1127948.1545695753,-5079621.344777701,-10509820.858899457,-9440441.139573114,-11797672.458740821,-813626.8071418038,-503166.82440620265,4232621.640392162,11998651.617767364,15501569.126779012,7612359.113615124,3649942.242126964
1,-1763724.1257294961,-4978407.568872527,371354.84257237887,-4147439.434537861,-8928450.906813525,-9603634.524998533,-12080051.182957683,1359271.351626978,-642190.5807153755,4591275.138816958,13530302.115142535,16358192.064450134,5835909.076355051,97593.73566096245
1,-2576751.802696287,-4325931.769758102,-144683.2001656331,-2901922.1486343127,-8341617.800704398,-8815630.093431802,-11584776.943024378,1867803.6557485259,-853819.6199992696,4511988.734632515,13771175.770299893,16552859.494930252,4463716.763321608,-1622411.0405186224
1,-2477933.527946454,-3556743.94852839,186406.46393815684,-1890338.5341071745,-8908665.57077594,-7409960.195431468,-10985154.220009131,669861.6461481246,-1384416.6602481536,4019955.1157345236,12562483.15502061,16297185.906795807,3727196.7327082804,-849876.3632988
1,-981694.4331540607,-3078904.0711305058,1582894.2258464412,-1362727.4550026727,-10193862.21994209,-6134451.191663429,-10980205.458193753,-1548200.7423567004,-2390011.3099506777,3221200.5114775016,10400285.522375213,15919987.092858473,3535929.6143202884,2009759.914515973
1,1713899.1807725888,-3151003.627270237,3690634.242204427,-1271558.1306694536,-11399497.513114508,-5789306.905473911,-11899062.883514483,-3706350.647765839,-3764151.0248731435,2294272.104875155,8229146.197158004,15734579.848944753,3604276.7264406476,5714122.432285995
1,4745555.016356007,-3789422.6442576647,5726710.184040427,-1436233.8310232577,-11815394.081819111,-6783536.504771153,-13543666.874818731,-4861819.693712371,-5085978.199516416,1478480.872702806,6983577.943102183,15940243.280013869,3647415.850091347,8794068.683612064
1,6970074.678407716,-4775809.186662554,6872093.372337637,-1723482.8453433423,-11224373.338238977,-8875784.29968275,-15336095.921785785,-4670634.337654835,-5759083.380595772,1032630.819570665,7127828.569638674,16587147.253802186,3533733.1438648677,10241755.472342264
1,7513284.3142811,-5762784.65931504,6683671.490480313,-2113488.2770426497,-10026839.905120213,-11269753.518217534,-16655924.196702087,-3540103.3480866444,-5298198.635646653,1154694.6337618027,8454919.105105149,17597337.26014944,3325597.6261062245,9937588.110246805
1,6181008.683189452,-6430947.493422011,5287313.28584094,-2628490.240967518,-9015240.69245995,-13025653.13879554,-17155220.97868486,-2388830.553144643,-3616945.4752370985,1889007.0701257952,10259409.946106242,18817183.02290772,3213170.3395615593,8614236.224979922
1,3508305.3155171685,-6627087.06241698,3250834.82343661,-3212965.0108273067,-8935596.463202018,-13555180.72383928,-16875672.268804725,-2138147.98311097,-1144931.760964956,3075405.9094854216,11780019.56616098,20079942.813002083,3399381.22744767,7395691.618116295
1,432351.5340014857,-6424837.695595746,1231651.491766028,-3690522.9221956334,-10091165.527338238,-12911641.475259371,-16129919.009994954,-3205285.550672825,1317860.0140992773,4387999.529455658,12649038.18049389,21265232.906049263,4002498.2025677576,7166740.322623406
1,-2209380.3439874905,-6086966.696805642,-374288.44753246114,-3857573.9637957094,-12204275.089529254,-11707989.81903734,-15255207.666966252,-5271600.519803089,2955691.77784524,5465590.6183030205,13082551.843419978,22341942.76182361,5012514.804598258,8108990.741467139
1,-4060543.559361494,-5950716.6692454,-1569403.7427377775,-3656174.085518099,-14588474.130220558,-10720995.214077948,-14411907.750428315,-7453417.363699834,3319443.8120031096,6075734.866511257,13701837.761698153,23375353.245191533,6297537.845292911,9641724.984592462
1,-5296630.681234319,-6283632.720044562,-2611813.56452654,-3286423.9926305865,-16501884.657038886,-10428719.646618629,-13549739.63498054,-8785334.340108555,2526387.578090344,6219793.40552162,15097744.057047678,24482579.411461223,7634653.525253111,10783021.25980863
1,-6343831.365479209,-7160750.402532671,-3711663.2558857594,-3138611.758345308,-17465017.09415051,-10761950.435571266,-12541077.498419518,-8754534.33073824,1160777.6969593484,6106436.370738893,17402185.725199543,25742498.57742384,8745644.522000497,10719893.248800358
1,-7468781.600138882,-8401980.46930803,-4786396.524063906,-3543507.89454125,-17377275.83411268,-11207389.86841327,-11366916.735520301,-7594389.329074837,-74441.03548590865,5992943.82714663,20123080.23895739,27098819.058417093,9337921.679364642,9268314.486773307
1,-8516392.40504342,-9591714.948812189,-5450517.911373228,-4480905.088546172,-16411195.808262061,-11173152.552687718,-10209290.850117063,-6174125.202684537,-760278.6279630371,5979183.654304786,22339701.840604804,28314892.347217984,9161691.942712473,6972103.610649377
1,-8974461.738448322,-10185900.964766499,-5256693.206292089,-5451951.609403631,-14802290.797828302,-10362127.917420765,-9370939.250904057,-5538580.785409237,-987813.7323383219,5884478.821043968,23144752.968627904,29024797.067329936,8082683.848980339,4794047.296829089
1,-8333785.683434541,-9691707.541193293,-4035233.012668243,-5651783.159046285,-12697569.154624764,-8903268.87333042,-9062613.775430596,-6339882.016907742,-1273164.385868843,5305975.572114064,22083710.475839067,28875678.226813693,6144715.924427094,3578927.4033108116
1,-6519241.627871086,-7876845.527584198,-2106452.5493312697,-4402215.554621705,-10157355.926265394,-7162040.313721098,-9193080.548531823,-8460364.680309739,-2204123.054889777,3856087.309005471,19355934.942496993,27696988.914371714,3581910.4961857293,3590798.121066182
1,-4109428.0441671424,-4935059.742089161,-211588.51272526674,-1622823.9297907501,-7279503.9242755305,-5376170.667380181,-9307350.74802357,-11024392.379091594,-4019446.6803583256,1460144.1487229113,15688110.999792181,25602968.499440975,755135.6446894732,4379405.335255983
1,-2177627.4417779054,-1521297.4645586852,820743.3987627671,1948452.8955997168,-4323002.402500458,-3391203.463090735,-8738942.947823845,-12792764.388655292,-6368275.427931228,-1464332.5008658473,11975608.2806031,22961624.830831565,-1971619.4150973102,5042636.046504151
1,-1808216.2327256685,1401856.971037522,490860.36195377517,4968531.471673934,-1711331.2725406874,-713088.0661341213,-6919681.433048526,-12737689.93186973,-8402210.51883171,-4082425.680717231,8901833.999382555,20236959.232457686,-4356827.999123999,4731429.098486199
1,-3538877.271218367,2890020.2037208704,-1109933.8779824923,6086527.595789285,112426.3244551562,3116141.28240522,-3696139.280505039,-10511989.928565616,-9168164.322916402,-5473840.484570522,6729863.956120172,17787871.890334982,-6338620.085033368,3114713.9979661135
1,-7034205.155940504,2403905.2616669135,-3340970.6338869403,4643289.988922167,894449.4966251319,8044456.766624723,512243.0230734416,-6592708.154213259,-8099937.317121873,-5073107.667979705,5337888.877096571,15737467.698146343,-7986620.101381302,553847.9183682958
1,-11178619.218912171,83701.7337940151,-5332155.505428625,1098147.2353963356,705316.9402339787,13260540.969855301,4805288.474473057,-2052889.1937459344,-5345976.2703792015,-2986692.2853417327,4426042.378260281,13987471.399566853,-9375477.957628073,-2094698.700144085
1,-14553721.002161492,-3243960.002568796,-6402123.384167576,-3079494.912955795,-94437.72828098462,17383636.64065583,8115996.883023687,1902244.9213500554,-1753318.557525929,142.92736265475,3745065.496568978,12364693.690225799,-10461883.408740733,-3922841.562785704
1,-16062452.300501686,-6371194.2827646695,-6349816.707290348,-6046143.485326781,-1046504.6266591145,19048833.697340425,9612376.41429933,4401584.925719923,1492493.7926990162,2757257.7618935904,3221010.1753618047,10803355.192980306,-11052837.90284669,-4407962.6549051
1,-15389875.3864734,-8213927.305464871,-5479606.141152022,-6454703.709210947,-1832153.1645670612,17591461.344535396,9013679.975631157,5172324.1713804435,3392862.890993474,4327946.488971556,2940847.2622412834,9442287.189769099,-10899892.146458304,-3611251.4701958
1,-13083122.296254009,-8284123.358406014,-4376893.283859926,-4123946.287278354,-2414258.4424955267,13446478.865700163,6688297.139960569,4521354.765855161,3565771.235980371,4364794.45348126,3052226.1463802275,8568212.614804594,-9871350.062843287,-2053441.4910252327
1,-10234665.742520155,-6888945.373634635,-3584333.7417184254,-157414.64279920777,-3004172.9564773166,8017899.951848635,3497681.2391691734,3096348.6562773483,2373098.2667789813,3251302.0437319595,3662443.6595917,8434603.500973985,-8094526.787144828,-369318.0740772118
1,-7951230.998387358,-4942158.642021126,-3363856.417648416,3563159.430809388,-3881512.3623086913,3063368.536132207,457909.8697413251,1575925.0570836046,697159.7670562502,1845244.2486092723,4790063.88390779,9068281.550271222,-5965283.939619358,1042930.0163738886
1,-6881839.945314217,-3474745.2727755983,-3655568.327567182,5266288.423741253,-5181177.29380829,-88813.75744890308,-1637798.9513258964,434859.4980082498,-506924.39729631034,988359.7271788269,6365244.69823953,10190186.699320018,-3995831.296799193,2177760.1958477097
1,-7023170.171859198,-3100438.3741296376,-4215913.982775936,4123670.6913693687,-6775079.230696899,-1078627.8975298791,-2483014.3784179115,-143235.261101901,-654540.4681896833,1056928.9560710255,8241225.320814207,11312157.812510557,-2573276.20743478,3313313.1913706665
1,-7859189.102790259,-3726459.66594418,-4816216.312087943,621742.7281555842,-8312723.360783457,-536897.0594129005,-2309197.8702628016,-222282.75179838025,239626.5041833319,1802000.785297029,10192638.206075467,11965930.002324214,-1767371.2461368975,4728399.143181187
1,-8717642.986177707,-4669111.841445365,-5366740.215199495,-3697672.7566734143,-9388616.713406589,389911.63866140693,-1716178.7223821983,-8427.826743851438,1636442.0107379968,2558860.7195484987,11916771.534149705,11936860.501622124,-1309788.790739452,6435333.448048343
1,-9130524.445462525,-5104060.918979736,-5900970.151960287,-6981993.625055919,-9735569.195656719,721724.6336920734,-1365426.7380635813,250210.25814221948,2784712.302408413,2689834.411488138,13078150.68471558,11364398.120436365,-771409.3790971412,8100924.043393112
1,-9011824.984270832,-4584250.988495417,-6457279.351833505,-7921078.619933819,-9339242.207494123,146163.33596842646,-1673573.5166398517,330813.12352939113,3096437.4191697547,1989199.085012383,13415512.902913438,10642956.338349402,157217.4091126141,9208950.054612128
1,-8587957.255220119,-3315467.288709306,-6962048.568628047,-6298774.394412733,-8424982.118466698,-919790.6378818913,-2638710.8337402595,79576.5345832741,2398451.2834635326,805402.6015648557,12874401.761065235,10170693.526561318,1448936.6638283306,9370268.7259925
1,-8159489.508220936,-2022996.691605798,-7209433.71995411,-3003487.6368652163,-7342446.00956193,-1697558.5894137167,-3869959.068339369,-551100.0126471528,955378.7830193336,-189893.28564938318,11682802.91112167,10083875.842766449,2726715.865174153,8597591.12017601
1,-7858184.818271228,-1490701.7328119033,-6960050.859977501,464410.06640298356,-6421329.672486137,-1588515.9619864905,-4797727.7807102185,-1475972.4576300406,-716469.7094180603,-438426.04857982695,10295664.516614959,10128616.730275856,3478883.653645775,7379804.074931827
1,-7549829.841827899,-2056612.560248682,-6095990.060571564,2713126.3520292863,-5870539.999053506,-553951.1647510694,-4959555.969202104,-2487914.6845645807,-2123179.985989975,138093.695736674,9204577.803430695,9751451.428370312,3389108.813132952,6501216.173509462
1,-7549829.841827899,-2056612.560248682,-6095990.060571564,2713126.3520292863,-5870539.999053506,-553951.1647510694,-4959555.969202104,-2487914.6845645807,-2123179.985989975,138093.695736674,9204577.803430695,9751451.428370312,3389108.813132952,6501216.173509462
1,-6936123.880821943,-3380897.2344276276,-4729050.677251647,3049870.9601905877,-5753478.112328431,879538.848958261,-4223645.824284462,-3329706.693779399,-3004831.8248001304,1074827.6383508497,8701254.3199072,8373863.794766301,2588688.3301698063,6689690.355350635
1,-5786836.847536525,-4639008.951889807,-3187212.6949604116,1682176.32647301,-6024128.698102663,1963068.2852785287,-2845918.3429400856,-3813394.161624256,-3385404.510198424,1648722.8497281708,8733266.888162477,5715375.838815267,1670714.366824513,8268579.651970209
1,-4155520.0530013884,-5030837.312653586,-1880309.0130023938,-514316.0397489354,-6581836.227289418,2184767.0565895154,-1340285.0739006398,-3928713.1736581796,-3459964.565700614,1336862.8589372744,8953766.679156628,1997179.4906009736,1434448.0140322042,10984757.359638562
1,-2440128.9834506745,-4295919.985162414,-1119533.187630145,-2494228.8282578397,-7308109.562128621,1560940.0978638104,-233486.46924167796,-3865103.6118292753,-3407102.7317979983,160496.48829012434,8955103.733945578,-2089382.176690378,2481891.8995762076,14094563.316513306
1,-1237196.129497085,-2912117.6763466494,-990558.7515755006,-3535407.902721666,-8075189.517217849,596168.6260206929,171353.96678923414,-3906450.4803926703,-3247235.379228537,-1307300.2790679336,8555352.354128513,-5652727.420524613,4878898.517320087,16662410.072313976
1,-1055152.7933337525,-1843466.3022796002,-1343600.3586694014,-3497100.585731236,-8740549.819190988,-40902.63428515793,-89421.91797806697,-4233772.141391998,-2830396.3318099836,-2285287.325160037,7957041.33687236,-7994092.90608255,8066919.158833058,17929782.620207354
1,-2035436.7408022375,-1979065.8832414194,-1892609.1989031497,-2761985.969249372,-9147590.87225287,86575.77966003299,-688049.5231479837,-4745220.99987254,-1955487.1418687552,-2272190.702337873,7660370.064042275,-8941374.591029992,11081353.419351926,17590712.359651957
1,-3834808.527090293,-3598044.5715358574,-2356750.700910252,-1944925.7824674593,-9141743.399066811,955596.8851371693,-1175101.241796676,-5021504.899999365,-543781.9510004369,-1375024.965281239,8159608.241113073,-8959442.743982663,12970105.294398336,15865818.362482479
1,-5744816.030294607,-6184401.681614653,-2564860.6189567978,-1547039.4302117468,-8597206.281525161,2144823.7315495703,-1174162.7614592162,-4500832.761436489,1243436.9082463323,-265040.5318769311,9593892.45002519,-8970305.541428952,13201512.635235546,13364999.913747916
1,-7002511.683791828,-8704966.94715842,-2478984.0364401485,-1725473.9109374508,-7444832.245157899,3126262.2500750166,-508377.6004543722,-2805348.722166964,3022049.723378102,223086.57732842193,11569604.465225596,-9951105.18616637,11861454.206885083,10819143.109381227
1,-7142871.12565543,-10183089.527942179,-2147926.664224888,-2261730.5002112817,-5696044.1394156255,3595520.882880954,780895.0478861873,-50257.454112337575,4338447.198015871,-391478.95140308794,13284077.513100553,-12487920.48478847,9556841.830212472,8805536.37565727
1,-6214292.713880218,-10223244.350662043,-1639813.3019325961,-2704987.3556230473,-3461493.755255077,3641099.9591209847,2498025.0452482696,3058679.6281556506,4880779.329701294,-1922313.2688159891,13906298.784547724,-16495187.703793636,7098758.73188246,7577690.971306225
1,-4743462.272000119,-9177072.997923717,-1003369.4661106108,-2597403.4789784313,-959194.3560807018,3664148.210462438,4378601.322883078,5444002.145866238,4634064.91813385,-3607878.017142973,13013302.031221688,-21243517.688913487,5145729.143943524,7052050.504639217
1,-3464051.729657003,-7866989.703457683,-276515.5456873606,-1678073.0860719231,1501506.564872103,4114264.529862018,6146863.831313241,6129586.01542367,3893976.1316462164,-4562551.451793451,10837427.744585594,-25697334.8366032,3989789.053232103,6932102.482335672
1,-2948842.3360507316,-7058344.73068625,477113.09332942805,3383.786057234916,3574899.359625696,5209663.432239356,7539059.972636602,4750478.246969701,3131116.898163846,-4313301.283003933,8178950.702047169,-29011200.164434206,3570884.6599161266,6896138.363189959
1,-3339348.1799456947,-7023189.367099339,1141660.6377077755,2085647.1236196503,4972551.293758923,6806164.232907373,8325930.97558105,1830745.0422228691,2778967.2601472735,-3086543.6048087175,6025032.983373991,-30945405.32903086,3669893.5529385526,6757893.378627151
1,-4317878.217983722,-7472494.52657159,1559882.6288855379,3994543.569249724,5567681.485737463,8481010.538357288,8370149.648379597,-1345919.6836305691,3058180.7247432186,-1656131.2560517672,5081260.210253355,-31988432.94637897,4136111.224317652,6532036.60069278
1,-5335433.311808328,-7890733.481551384,1580637.872569763,5112730.875812025,5459356.74373778,9769426.215378797,7715985.88819552,-3248651.638541583,3925037.5322845774,-833452.6178256182,5469029.993506122,-33112270.617892746,5001917.955444903,6386418.590690171
1,-5963323.03750341,-8040092.46553007,1119194.9120890645,4981232.525466148,4947986.647305497,10409735.265372073,6657064.100616709,-2768750.083951816,5157103.614153627,-909464.2189065624,6743407.206962738,-35272504.39971274,6420562.401489333,6517847.53214941
1,-6158972.961037352,-8280435.815520832,202945.2680332736,3480614.7597731636,4409927.728419049,10459348.79755359,5706622.851505958,273425.0431679855,6508878.196487714,-1402479.2981697428,8201540.664434647,-38903124.16619446,8478255.693894051,7023453.237652955
1,-6277003.687048067,-9455367.240258193,-1011601.4964976452,927295.3369489103,4115555.8766391645,10227010.766831577,5429969.080286618,5032180.943831563,7832937.683058887,-1291795.4454757273,9291415.675681176,-43668864.54358659,11009722.304570142,7838544.745018182
1,-6800764.145536363,-12364676.744025268,-2249872.3586194227,-1972379.7347855687,4080036.9524123077,10072105.434848037,6179689.780304301,9997773.847654046,9090823.934612816,374339.91486070806,9886638.360995756,-48611389.13065103,13543722.816155093,8773951.07177458
1,-7940721.048443229,-17115755.197902497,-3154462.973526695,-4325537.956460857,4037205.0214574784,10189115.496952109,7854191.499565105,13636630.554187486,10255312.716531482,3843262.521936644,10284611.002699083,-52621111.300534375,15427947.158533305,9629312.505004952
1,-9345357.440542948,-22753011.50746542,-3347892.1183144813,-5359098.660187224,3573895.2897301717,10493158.02275897,9824333.296403995,15001343.95699803,11183561.723028915,8376416.448540132,10952664.269162381,-54991974.443470374,16079180.115645159,10312781.047712708
1,-10131280.155636318,-27434001.653908245,-2529270.6459489064,-4710664.028944445,2376526.624368547,10661165.103932234,11113039.904347187,14032515.492479702,11568582.467655946,12510563.88333664,12189519.708444111,-55768847.20144269,15233640.77340891,10888509.727907328
